11,51,96,2,74,99,16,92,23,89,13,79,16,55,99,77,38,45,1,68,67,20,25,71,92,92,58,81,86,79,34,15,27,73,5,48,24,42,77,73,16,97,47,79,54,42,32,91,36,85,81,46,73,48,13,44,93,46,58,75,61,70,0,30,93,66,19,42,57,34,18,33,66,79,98,26,36,45,62,35,12,72,15,21,84,86,75,48,9,11,67,43,79,56,60,2,43,90,78,18,7,23,7,43,46,36,49,62,55,7,29,9,67,71,54,88,57,30,7,55,52,97,45,33,50,78,49,70
0,47,80,3,89,92,82,95,87,70,13,62,76,14,80,49,46,55,56,88,50,15,93,58,18,73,27,4,44,27,28,3,54,32,30,28,91,15,69,1,6,28,12,88,13,53,38,16,74,31,31,42,58,90,99,45,25,99,54,18,81,83,5,82,92,29,67,55,94,95,93,89,55,57,35,91,79,38,59,32,67,73,69,31,9,29,4,68,56,48,93,91,28,17,76,9,20,25,39,14,94,31,1,8,29,24,90,14,36,63,12,27,0,3,89,7,9,15,19,79,69,73,46,17,52,89,89,13
7,48,98,13,29,86,41,41,6,61,51,98,27,67,37,36,50,10,89,67,60,30,89,10,90,28,30,28,61,5,35,37,29,27,5,66,13,99,89,82,18,47,9,91,9,87,55,14,28,12,86,44,58,87,0,85,1,41,14,22,60,55,47,44,47,12,54,8,55,9,6,34,45,94,13,26,62,1,78,24,72,17,65,95,81,29,76,63,18,3,1,43,33,44,47,52,51,45,7,54,26,24,23,56,65,49,87,58,34,64,70,93,40,26,89,98,22,18,47,97,7,44,26,10,6,94,10,12
54,72,10,0,28,56,30,10,9,36,60,93,13,32,4,95,76,42,16,69,1,36,3,76,68,83,33,20,45,90,8,68,75,44,86,25,80,9,50,99,67,60,97,72,30,89,6,55,55,24,2,50,29,67,8,48,63,82,23,76,28,95,77,1,11,41,71,84,41,10,81,45,62,83,98,53,38,76,85,58,65,29,41,24,0,50,95,37,39,14,48,79,24,47,68,82,83,14,46,36,91,95,94,23,39,84,23,0,53,93,85,6,46,3,11,14,4,2,49,53,0,81,82,46,49,59,70,99
84,63,77,54,40,58,0,85,1,51,81,76,65,38,80,98,26,88,44,33,41,29,15,77,20,85,5,74,16,34,63,99,16,14,71,9,50,5,37,58,28,7,37,93,39,55,47,4,32,96,61,41,81,26,18,66,15,33,87,5,88,27,96,69,38,3,32,18,51,11,82,59,19,33,80,45,40,95,33,56,80,37,51,66,61,90,24,52,29,72,74,44,35,72,77,73,58,21,33,33,2,79,95,97,79,44,58,91,73,79,6,29,14,34,16,69,74,32,69,26,46,33,54,49,34,71,98,87
82,84,11,3,61,59,29,81,29,19,17,49,42,39,83,96,80,73,81,14,36,96,16,83,2,24,84,0,71,35,87,23,90,48,68,24,34,52,57,79,10,73,84,73,80,97,35,82,43,80,19,23,71,15,26,34,92,94,11,13,79,65,89,32,59,59,13,45,29,83,44,2,89,52,82,62,52,69,0,37,22,55,33,65,55,3,33,95,72,8,47,2,42,0,52,97,20,48,58,27,22,45,58,93,71,81,67,51,87,78,53,60,9,25,51,81,49,7,8,35,7,59,82,40,8,26,74,62
78,34,28,54,99,92,5,50,0,15,45,15,2,29,84,32,26,1,83,26,26,48,87,20,62,32,5,8,52,9,85,10,15,18,97,31,45,93,29,13,97,44,2,56,43,56,56,6,35,46,58,16,29,81,71,85,31,38,32,36,91,24,2,22,2,29,11,8,0,69,93,65,11,84,78,26,57,86,97,67,6,6,65,23,59,51,60,72,67,94,21,11,52,64,60,70,77,61,67,86,33,39,10,32,41,70,42,77,35,93,2,88,85,86,52,55,8,87,44,75,84,36,0,97,77,9,55,7
67,65,28,38,70,22,85,73,52,56,43,65,90,31,83,33,28,4,59,75,34,78,2,34,48,76,90,30,7,12,90,71,39,20,29,59,0,81,93,11,32,85,62,11,10,60,30,15,71,42,9,40,25,29,0,88,91,77,37,86,15,85,83,65,92,95,68,33,10,98,35,41,49,81,93,32,43,74,88,86,20,78,84,18,8,53,69,12,73,51,53,82,10,11,75,84,72,41,22,66,21,47,18,47,67,58,85,37,61,36,67,27,45,9,70,67,84,50,96,85,58,95,61,72,82,18,21,4
82,9,96,55,79,81,6,20,76,66,61,25,19,43,97,78,37,57,25,10,18,73,14,73,84,70,88,6,15,89,88,13,95,61,38,40,37,50,32,68,94,20,10,93,59,75,90,67,64,7,28,59,9,10,53,34,76,72,57,9,23,77,73,65,22,31,24,45,21,19,14,18,9,81,1,46,98,66,61,19,34,32,96,68,46,32,83,2,60,55,89,85,97,47,65,60,36,45,18,71,0,4,47,29,64,27,29,55,32,20,25,94,54,48,44,76,31,14,75,15,93,11,90,0,69,53,18,75
41,8,1,55,69,34,63,48,88,82,68,97,41,15,35,56,1,73,51,22,0,74,14,22,18,17,60,26,31,85,94,0,37,38,36,55,80,92,25,44,81,28,32,27,36,76,17,32,83,57,31,63,90,76,76,13,13,32,16,59,75,39,14,6,54,56,69,52,42,79,53,6,5,17,48,41,71,25,73,55,81,61,51,64,65,30,27,9,59,78,65,24,0,56,78,63,90,2,37,30,12,45,18,49,38,36,22,71,98,1,88,5,87,58,80,52,25,73,25,99,29,7,1,53,37,80,24,0
